"yearweek","q3","q1","q2","survey_date","total_attacks","attacks_located_IL","attacks_located_yesha","attacks_target_civilian","attacks_target_security_forces","total_killed","killed_located_IL","killed_located_yesha","killed_target_civilian","killed_target_security_forces","intifada","mean(temperature)","mean(humidity)","week_range"
"2008-W44",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,20.4892857142857,51.8214285714286,NA
"2008-W45",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,19.2160714285714,70.8571428571429,NA
"2008-W46",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,18.6285714285714,67.8571428571429,NA
"2008-W47",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,17.4553571428571,66.3571428571429,NA
"2008-W48",2.032,NA,NA,2008-11-30,0,0,0,0,0,0,0,0,0,0,0,16.7017857142857,45.3392857142857,NA
"2008-W49",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,16.5571428571429,61.4464285714286,NA
"2008-W50",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,15.3017857142857,61.3214285714286,NA
"2008-W51",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,14.3392857142857,71.0892857142857,NA
"2008-W52",2.24453280318091,NA,NA,2008-12-31,0,0,0,0,0,0,0,0,0,0,0,13.634375,75.40625,NA
"2009-W00",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,10.4,64.1666666666667,NA
"2009-W01",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,12.8446428571429,72.8928571428571,NA
"2009-W02",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,12.5589285714286,53.2142857142857,NA
"2009-W03",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,15.0017857142857,64.875,NA
"2009-W04",2.03346456692913,NA,NA,2009-01-31,1,0,1,0,1,1,0,1,0,1,0,14.6428571428571,60.1428571428571,"2009-01-25 UTC--2009-01-31 UTC"
"2009-W05",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,14.8017857142857,68.625,NA
"2009-W06",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,15.2053571428571,67.375,NA
"2009-W07",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,13.9946428571429,67.2142857142857,NA
"2009-W08",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,12.7821428571429,70.6607142857143,NA
"2009-W09",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,16.4732142857143,64.1607142857143,NA
"2009-W10",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,15.9,68.9285714285714,NA
"2009-W11",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,14.1553571428571,63.5714285714286,NA
"2009-W12",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,14.8196428571429,64.1785714285714,NA
"2009-W13",2.03762376237624,NA,NA,2009-03-31,1,0,1,1,0,1,0,1,1,0,0,16.5482142857143,71,"2009-03-29 UTC--2009-04-04 UTC"
"2009-W14",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,17.8178571428571,67.0535714285714,NA
"2009-W15",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,19.7678571428571,59.1428571428571,NA
"2009-W16",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,19.5018181818182,57.5090909090909,NA
"2009-W17",1.98823529411765,NA,NA,2009-04-30,0,0,0,0,0,0,0,0,0,0,0,18.6017857142857,65.0714285714286,NA
"2009-W18",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,20.825,58.4107142857143,NA
"2009-W19",NA,NA,NA,NA,1,1,0,1,0,1,1,0,1,0,0,20.9785714285714,66.0892857142857,"2009-05-10 UTC--2009-05-16 UTC"
"2009-W20",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,24.0214285714286,56.5714285714286,NA
"2009-W21",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,22.5964285714286,65.625,NA
"2009-W22",1.94252873563218,NA,NA,2009-05-31,0,0,0,0,0,0,0,0,0,0,0,23.8357142857143,66.0892857142857,NA
"2009-W23",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,24.9589285714286,67.75,NA
"2009-W24",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,25.5982142857143,67.4642857142857,NA
"2009-W25",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,26.7339285714286,66.8035714285714,NA
"2009-W26",1.95127610208817,NA,NA,2009-06-30,0,0,0,0,0,0,0,0,0,0,0,27.2410714285714,59.7142857142857,NA
"2009-W27",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,27.2339285714286,66.375,NA
"2009-W28",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,27.5464285714286,61.75,NA
"2009-W29",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,28.0875,69.1071428571429,NA
"2009-W30",1.94431554524362,NA,NA,2009-07-31,0,0,0,0,0,0,0,0,0,0,0,28.175,66.75,NA
"2009-W31",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,28.1678571428571,65.0357142857143,NA
"2009-W32",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,28.2142857142857,63.8571428571429,NA
"2009-W33",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,28.6982142857143,68.9642857142857,NA
"2009-W34",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,27.5267857142857,63.25,NA
"2009-W35",1.89569160997732,NA,NA,2009-08-31,0,0,0,0,0,0,0,0,0,0,0,27.3053571428571,64.1071428571429,NA
"2009-W36",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,27.3767857142857,61.6071428571429,NA
"2009-W37",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,27.1910714285714,66.4107142857143,NA
"2009-W38",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,25.2767857142857,62.6607142857143,NA
"2009-W39",1.87990762124711,NA,NA,2009-09-30,0,0,0,0,0,0,0,0,0,0,0,25.1517857142857,66.1071428571429,NA
"2009-W40",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,24.8196428571429,73.4285714285714,NA
"2009-W41",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,24.9035714285714,66.9464285714286,NA
"2009-W42",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,25.5553571428571,53.8035714285714,NA
"2009-W43",1.90232558139535,NA,NA,2009-10-31,0,0,0,0,0,0,0,0,0,0,0,23.3053571428571,66.25,NA
"2009-W44",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,20.2607142857143,63.9464285714286,NA
"2009-W45",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,20.6178571428571,70.9642857142857,NA
"2009-W46",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,17.1839285714286,70.3928571428571,NA
"2009-W47",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,16.8946428571429,69.5714285714286,NA
"2009-W48",1.94700460829493,NA,NA,2009-11-30,0,0,0,0,0,0,0,0,0,0,0,17.0821428571429,65.7678571428571,NA
"2009-W49",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,15.9875,73.3392857142857,NA
"2009-W50",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,15.5107142857143,68.9285714285714,NA
"2009-W51",NA,NA,NA,NA,1,0,1,1,0,1,0,1,1,0,0,15.6803571428571,78.8392857142857,"2009-12-20 UTC--2009-12-26 UTC"
"2009-W52",1.82618510158014,NA,NA,2009-12-31,0,0,0,0,0,0,0,0,0,0,0,16.1175,81.325,NA
"2010-W00",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,16.16875,81.375,NA
"2010-W01",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,15.8875,76.1785714285714,NA
"2010-W02",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,15.2053571428571,75.6964285714286,NA
"2010-W03",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,14.7803571428571,79.8035714285714,NA
"2010-W04",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,14.3089285714286,65.5178571428571,NA
"2010-W05",1.85011709601874,NA,NA,2010-01-31,0,0,0,0,0,0,0,0,0,0,0,12.7214285714286,73.7857142857143,NA
"2010-W06",NA,NA,NA,NA,1,0,1,0,1,1,0,1,0,1,0,15.5125,63.25,"2010-02-07 UTC--2010-02-13 UTC"
"2010-W07",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,20.2785714285714,64.0892857142857,NA
"2010-W08",NA,NA,NA,NA,1,1,0,1,0,1,1,0,1,0,0,16.2625,74.0892857142857,"2010-02-21 UTC--2010-02-27 UTC"
"2010-W09",1.69739952718676,NA,NA,2010-02-28,0,0,0,0,0,0,0,0,0,0,0,17.1071428571429,77.5892857142857,NA
"2010-W10",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,21.5017857142857,68.9642857142857,NA
"2010-W11",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,17.5928571428571,60.9285714285714,NA
"2010-W12",NA,NA,NA,NA,1,0,1,0,1,2,0,2,0,2,0,17.8107142857143,58.8928571428571,"2010-03-21 UTC--2010-03-27 UTC"
"2010-W13",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,17.5392857142857,61.75,NA
"2010-W14",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,18.0678571428571,66.9821428571429,NA
"2010-W15",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,19.0839285714286,64.8214285714286,NA
"2010-W16",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,20.3125,60.625,NA
"2010-W17",1.68421052631579,NA,NA,2010-04-30,0,0,0,0,0,0,0,0,0,0,0,20.1428571428571,63.7142857142857,NA
"2010-W18",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,20.2678571428571,65.9285714285714,NA
"2010-W19",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,23.1696428571429,58.6071428571429,NA
"2010-W20",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,22.6178571428571,59.1428571428571,NA
"2010-W21",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,22.9589285714286,62.75,NA
"2010-W22",2.06420233463035,NA,NA,2010-05-30,0,0,0,0,0,0,0,0,0,0,0,24.5857142857143,66.8214285714286,NA
"2010-W23",1.90606653620352,NA,NA,2010-06-08,0,0,0,0,0,0,0,0,0,0,0,24.85,62.2142857142857,NA
"2010-W24",NA,NA,NA,NA,1,0,1,1,0,1,0,1,1,0,0,25.9267857142857,68.4107142857143,"2010-06-13 UTC--2010-06-19 UTC"
"2010-W25",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,27.1196428571429,56.1428571428571,NA
"2010-W26",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,25.9125,60.875,NA
"2010-W27",2,NA,NA,2010-07-07,0,0,0,0,0,0,0,0,0,0,0,26.4482142857143,69.1785714285714,NA
"2010-W28",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,27.3660714285714,69.1964285714286,NA
"2010-W29",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,27.5464285714286,68.1071428571429,NA
"2010-W30",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,28.3714285714286,65.8035714285714,NA
"2010-W31",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,29.4517857142857,67.0892857142857,NA
"2010-W32",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,28.5428571428571,67.2678571428571,NA
"2010-W33",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,29.6607142857143,72.3392857142857,NA
"2010-W34",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,29.1571428571429,70.5535714285714,NA
"2010-W35",NA,NA,NA,NA,1,0,1,1,0,4,0,4,4,0,0,28.4642857142857,64.8928571428571,"2010-08-29 UTC--2010-09-04 UTC"
"2010-W36",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,28.0875,67.2857142857143,NA
"2010-W37",1.8986083499006,NA,NA,2010-09-14,0,0,0,0,0,0,0,0,0,0,0,27.6464285714286,61.5357142857143,NA
"2010-W38",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,27.9517857142857,73.1428571428571,NA
"2010-W39",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,28.0035714285714,66.6428571428571,NA
"2010-W40",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,25.6196428571429,63.2857142857143,NA
"2010-W41",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,25.6410714285714,55.4821428571429,NA
"2010-W42",1.91976516634051,NA,NA,2010-10-20,0,0,0,0,0,0,0,0,0,0,0,26.3232142857143,62.5178571428571,NA
"2010-W43",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,23.3446428571429,66.8392857142857,NA
"2010-W44",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,23.1982142857143,47.4107142857143,NA
"2010-W45",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,21.1946428571429,70.625,NA
"2010-W46",1.96274509803922,NA,NA,2010-11-16,0,0,0,0,0,0,0,0,0,0,0,21.7946428571429,78,NA
"2010-W47",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,18.9053571428571,70.2857142857143,NA
"2010-W48",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,17.9357142857143,48.9107142857143,NA
"2010-W49",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,18.0107142857143,65.8928571428571,NA
"2010-W50",1.93542074363992,NA,NA,2010-12-13,0,0,0,0,0,0,0,0,0,0,0,14.4357142857143,65.0892857142857,NA
"2010-W51",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,15.4589285714286,70.5178571428571,NA
"2010-W52",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,17.6145833333333,45.4791666666667,NA
"2011-W00",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,15.9875,77.625,NA
"2011-W01",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,14.5642857142857,78.0178571428571,NA
"2011-W02",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,14.0875,72.0535714285714,NA
"2011-W03",1.96862745098039,NA,NA,2011-01-19,0,0,0,0,0,0,0,0,0,0,0,13.9232142857143,67.6964285714286,NA
"2011-W04",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,15.0410714285714,73.7321428571429,NA
"2011-W05",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,14.0678571428571,76.1785714285714,NA
"2011-W06",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,14.3428571428571,78.8571428571429,NA
"2011-W07",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,15.7928571428571,71.1428571428571,NA
"2011-W08",1.95294117647059,NA,NA,2011-02-22,0,0,0,0,0,0,0,0,0,0,0,16.4892857142857,68.1607142857143,NA
"2011-W09",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,15.5125,72.0357142857143,NA
"2011-W10",NA,NA,NA,NA,1,0,1,1,0,5,0,5,5,0,0,14.7625,72.5357142857143,"2011-03-06 UTC--2011-03-12 UTC"
"2011-W11",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,16.0732142857143,61.75,NA
"2011-W12",2.14509803921569,NA,NA,2011-03-24,1,1,0,1,0,2,2,0,2,0,0,16.5767857142857,74.2678571428571,"2011-03-20 UTC--2011-03-26 UTC"
"2011-W13",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,17.4803571428571,70.625,NA
"2011-W14",NA,NA,NA,NA,1,1,0,1,0,1,1,0,1,0,0,17.1589285714286,75.3392857142857,"2011-04-03 UTC--2011-04-09 UTC"
"2011-W15",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,18.7910714285714,59.375,NA
"2011-W16",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,20.875,58.4821428571429,NA
"2011-W17",NA,NA,NA,NA,1,0,1,1,0,1,0,1,1,0,0,19.7821428571429,65.3035714285714,"2011-04-24 UTC--2011-04-30 UTC"
"2011-W18",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,22.6089285714286,58.3928571428571,NA
"2011-W19",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,20.3196428571429,64.625,NA
"2011-W20",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,22.2464285714286,65.375,NA
"2011-W21",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,24.1428571428571,63.9464285714286,NA
"2011-W22",2.12156862745098,NA,NA,2011-05-30,0,0,0,0,0,0,0,0,0,0,0,23.3071428571429,70.5535714285714,NA
"2011-W23",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,25.5214285714286,68.0892857142857,NA
"2011-W24",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,25,66.4285714285714,NA
"2011-W25",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,26.1857142857143,71.3928571428571,NA
"2011-W26",1.9843137254902,NA,NA,2011-06-28,0,0,0,0,0,0,0,0,0,0,0,25.7017857142857,64.1964285714286,NA
"2011-W27",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,26.6053571428571,69.6428571428571,NA
"2011-W28",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,27.4553571428571,72.0178571428571,NA
"2011-W29",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,28.1625,69.8571428571429,NA
"2011-W30",2.06274509803922,NA,NA,2011-07-27,0,0,0,0,0,0,0,0,0,0,0,29.0232142857143,69.0714285714286,NA
"2011-W31",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,28.8142857142857,69.5,NA
"2011-W32",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,28.4428571428571,69.5535714285714,NA
"2011-W33",NA,NA,NA,NA,1,1,0,1,0,1,1,0,1,0,0,27.6285714285714,68.3571428571429,"2011-08-14 UTC--2011-08-20 UTC"
"2011-W34",2.04007633587786,NA,NA,2011-08-24,0,0,0,0,0,0,0,0,0,0,0,27.9660714285714,70.7142857142857,NA
"2011-W35",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,27.3660714285714,65.0892857142857,NA
"2011-W36",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,27.1464285714286,69.1428571428571,NA
"2011-W37",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,26.9053571428571,70.9642857142857,NA
"2011-W38",NA,NA,NA,NA,1,0,1,1,0,2,0,2,2,0,0,26.4214285714286,68.8214285714286,"2011-09-18 UTC--2011-09-24 UTC"
"2011-W39",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,26.0214285714286,67.6785714285714,NA
"2011-W40",1.93529411764706,NA,NA,2011-10-02,0,0,0,0,0,0,0,0,0,0,0,24.5928571428571,63.9642857142857,NA
"2011-W41",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,25.0392857142857,57.0714285714286,NA
"2011-W42",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,22.9553571428571,58.6428571428571,NA
"2011-W43",NA,NA,NA,NA,1,1,0,1,0,1,1,0,1,0,0,22.2107142857143,64.3214285714286,"2011-10-23 UTC--2011-10-29 UTC"
"2011-W44",1.92054263565891,NA,NA,2011-11-01,0,0,0,0,0,0,0,0,0,0,0,19.2571428571429,64.3392857142857,NA
"2011-W45",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,18,60.3571428571429,NA
"2011-W46",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,16.5321428571429,75.5892857142857,NA
"2011-W47",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,15.0517857142857,73.3214285714286,NA
"2011-W48",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,12.9196428571429,57.9642857142857,NA
"2011-W49",2.01717557251908,NA,NA,2011-12-06,0,0,0,0,0,0,0,0,0,0,0,14.2142857142857,58.1428571428571,NA
"2011-W50",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,13.6035714285714,70.6071428571429,NA
"2011-W51",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,16.7785714285714,60.9821428571429,NA
"2011-W52",2.06470588235294,NA,NA,2011-12-28,0,0,0,0,0,0,0,0,0,0,0,13.1714285714286,71.3392857142857,NA
"2012-W01",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,13.0125,74.6964285714286,NA
"2012-W02",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,11.5928571428571,72.0535714285714,NA
"2012-W03",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,11.7428571428571,71.3392857142857,NA
"2012-W04",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,13.2553571428571,74.9285714285714,NA
"2012-W05",2.00978473581213,NA,NA,2012-01-31,0,0,0,0,0,0,0,0,0,0,0,12.6607142857143,75.2321428571429,NA
"2012-W06",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,13.1714285714286,57.5714285714286,NA
"2012-W07",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,14.0339285714286,63.4107142857143,NA
"2012-W08",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,12.9410714285714,64.0892857142857,NA
"2012-W09",2.00588235294118,NA,NA,2012-02-29,0,0,0,0,0,0,0,0,0,0,0,11.9767857142857,76.1607142857143,NA
"2012-W10",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,14.1142857142857,76.3928571428571,NA
"2012-W11",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,16.0714285714286,62.4107142857143,NA
"2012-W12",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,14.5160714285714,59.6428571428571,NA
"2012-W13",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,15.5089285714286,73.2678571428571,NA
"2012-W14",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,18.9142857142857,66.6964285714286,NA
"2012-W15",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,19.5517857142857,63.3214285714286,NA
"2012-W16",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,19.9267857142857,61.5,NA
"2012-W17",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,18.9107142857143,70.6785714285714,NA
"2012-W18",1.99411764705882,NA,NA,2012-05-02,0,0,0,0,0,0,0,0,0,0,0,21.3928571428571,68.5535714285714,NA
"2012-W19",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,21.8696428571429,67.9821428571429,NA
"2012-W20",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,22.7553571428571,65.3392857142857,NA
"2012-W21",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,22.8785714285714,62.6428571428571,NA
"2012-W22",1.98627450980392,NA,NA,2012-05-31,1,0,1,0,1,1,0,1,0,1,0,24.3767857142857,59.3035714285714,"2012-05-27 UTC--2012-06-02 UTC"
"2012-W23",2.01176470588235,NA,NA,2012-06-05,0,0,0,0,0,0,0,0,0,0,0,23.9857142857143,69.1785714285714,NA
"2012-W24",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,25.5678571428571,72.4107142857143,NA
"2012-W25",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,27.2910714285714,68.7857142857143,NA
"2012-W26",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,27.2303571428571,71.75,NA
"2012-W27",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,27.8660714285714,69.0178571428571,NA
"2012-W28",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,28.4,70.5535714285714,NA
"2012-W29",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,29.4964285714286,70.8928571428571,NA
"2012-W30",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,29.525,69.125,NA
"2012-W31",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,29.7178571428571,64.2678571428571,NA
"2012-W32",2.07058823529412,NA,NA,2012-08-06,0,0,0,0,0,0,0,0,0,0,0,29.3910714285714,68.6428571428571,NA
"2012-W32",2.01937984496124,NA,NA,2012-08-08,0,0,0,0,0,0,0,0,0,0,0,29.3910714285714,68.6428571428571,NA
"2012-W33",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,29.0107142857143,67.6785714285714,NA
"2012-W34",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,28.9928571428571,67.5,NA
"2012-W35",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,28.1392857142857,66.8571428571429,NA
"2012-W36",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,28.2446428571429,67.8928571428571,NA
"2012-W37",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,27.2732142857143,64.2321428571429,NA
"2012-W38",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,26.7357142857143,66.9285714285714,NA
"2012-W39",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,26.075,67.5892857142857,NA
"2012-W40",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,26.9285714285714,70.125,NA
"2012-W41",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,24.9625,65.0178571428571,NA
"2012-W42",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,25.3107142857143,72.1785714285714,NA
"2012-W43",2.00191938579654,NA,NA,2012-10-24,0,0,0,0,0,0,0,0,0,0,0,23.1714285714286,68.5535714285714,NA
"2012-W44",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,23.4035714285714,66.3392857142857,NA
"2012-W45",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,22.7142857142857,69.2321428571429,NA
"2012-W46",NA,NA,NA,NA,1,1,0,1,0,3,3,0,3,0,0,20.0142857142857,67.6785714285714,"2012-11-11 UTC--2012-11-17 UTC"
"2012-W47",NA,NA,NA,NA,2,2,0,2,0,3,3,0,3,0,0,19.0053571428571,77.4464285714286,"2012-11-18 UTC--2012-11-24 UTC"
"2012-W48",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,17.6125,71.5178571428571,NA
"2012-W49",2.03522504892368,NA,NA,2012-12-02,0,0,0,0,0,0,0,0,0,0,0,17.8232142857143,73.3214285714286,NA
"2012-W50",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,15.6821428571429,76.0535714285714,NA
"2012-W51",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,14.9875,69.9821428571429,NA
"2012-W52",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,14.3803571428571,78.1785714285714,NA
"2012-W53",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,14.51875,76.4375,NA
