"","yearweek","q3","q1","q2","survey_date","total_attacks","attacks_located_IL","attacks_located_yesha","attacks_target_civilian","attacks_target_security_forces","total_killed","killed_located_IL","killed_located_yesha","killed_target_civilian","killed_target_security_forces","intifada","temperature","mean(humidity)","FO_total_attacks","FO_attacks_located_IL","FO_attacks_located_yesha","FO_attacks_target_civilian","FO_attacks_target_security_forces","FO_total_killed","FO_killed_located_IL","FO_killed_located_yesha","FO_killed_target_civilian","FO_killed_target_security_forces"
"311","2000-W06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.42678571,64.80357143,0,0,0,0,0,0,0,0,0,0
"312","2000-W07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.76071429,72.32142857,0,0,0,0,0,0,0,0,0,0
"313","2000-W08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.35178571,69.69642857,0,0,0,0,0,0,0,0,0,0
"314","2000-W09",NA,2.55489022,3.00998004,"02/03/2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.27321429,72.58928571,0,0,0,0,0,0,0,0,0,0
"315","2000-W10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.89285714,64.98214286,0,0,0,0,0,0,0,0,0,0
"316","2000-W11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.41071429,72.32142857,0,0,0,0,0,0,0,0,0,0
"317","2000-W12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.89285714,70.58928571,0,0,0,0,0,0,0,0,0,0
"318","2000-W13",NA,2.67248062,2.990310078,"31/03/2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.11428571,74.03571429,0,0,0,0,0,0,0,0,0,0
"319","2000-W14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.87142857,70.17857143,0,0,0,0,0,0,0,0,0,0
"320","2000-W15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.79821429,58.33928571,0,0,0,0,0,0,0,0,0,0
"321","2000-W16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.7125,63.23214286,0,0,0,0,0,0,0,0,0,0
"322","2000-W17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.04821429,72.39285714,0,0,0,0,0,0,0,0,0,0
"323","2000-W18",NA,2.664670659,2.930139721,"30/04/2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.84821429,68.44642857,0,0,0,0,0,0,0,0,0,0
"324","2000-W19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.23035714,65.19642857,0,0,0,0,0,0,0,0,0,0
"325","2000-W20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.70178571,67.51785714,0,0,0,0,0,0,0,0,0,0
"326","2000-W21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.11428571,64.01785714,0,0,0,0,0,0,0,0,0,0
"327","2000-W22",NA,2.617647059,3.2,"30/05/2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.59636364,66.10909091,0,0,0,0,0,0,0,0,0,0
"328","2000-W23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.10892857,69.41071429,0,0,0,0,0,0,0,0,0,0
"329","2000-W24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.76607143,66.98214286,0,0,0,0,0,0,0,0,0,0
"330","2000-W25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.93214286,63.19642857,0,0,0,0,0,0,0,0,0,0
"331","2000-W26",NA,2.830677291,2.701195219,"25/06/2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.64107143,72.30357143,0,0,0,0,0,0,0,0,0,0
"332","2000-W27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.48571429,71.57142857,0,0,0,0,0,0,0,0,0,0
"333","2000-W28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.89821429,73.10714286,0,0,0,0,0,0,0,0,0,0
"334","2000-W29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.80535714,68.53571429,0,0,0,0,0,0,0,0,0,0
"335","2000-W30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.39230769,68.51923077,0,0,0,0,0,0,0,0,0,0
"336","2000-W31",NA,2.734774067,3.066797642,"31/07/2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.05,67.76785714,0,0,0,0,0,0,0,0,0,0
"337","2000-W32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.70178571,68.14285714,0,0,0,0,0,0,0,0,0,0
"338","2000-W33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.3625,70.76785714,0,0,0,0,0,0,0,0,0,0
"339","2000-W34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.21607143,69.55357143,0,0,0,0,0,0,0,0,0,0
"340","2000-W35",NA,2.659491194,2.931506849,"29/08/2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.65178571,65.32142857,0,0,0,0,0,0,0,0,0,0
"341","2000-W36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.50535714,64.5,0,0,0,0,0,0,0,0,0,0
"342","2000-W37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.97142857,68.42857143,0,0,0,0,0,0,0,0,0,0
"343","2000-W38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.84285714,71.28571429,0,0,0,0,0,0,0,0,0,0
"344","2000-W39",NA,2.395209581,2.80239521,"26/09/2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.14821429,64.71428571,0,0,0,0,0,0,0,0,0,0
"345","2000-W40",NA,2.602713178,3.166666667,"02/10/2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",25.29821429,58.51785714,0,0,0,0,0,0,0,0,0,0
"346","2000-W41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",23.57142857,68.46428571,0,0,0,0,0,0,0,0,0,0
"347","2000-W42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",21.86607143,71.71428571,0,0,0,0,0,0,0,0,0,0
"348","2000-W43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",17.99107143,73.83928571,0,0,0,0,0,0,0,0,0,0
"349","2000-W44",NA,2.885214008,3.287937743,"29/10/2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",18.89285714,72.41071429,1,1,0,1,0,2,2,0,2,0
"350","2000-W45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",18.95357143,56.42857143,0,0,0,0,0,0,0,0,0,0
"351","2000-W46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",18.1875,56.57142857,0,0,0,0,0,0,0,0,0,0
"352","2000-W47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",16.00892857,66.91071429,2,1,1,2,0,4,2,2,4,0
"353","2000-W48",NA,2.85515873,3.194444444,"29/11/2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",16.01428571,68.42857143,0,0,0,0,0,0,0,0,0,0
"354","2000-W49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",15.43571429,72.17857143,0,0,0,0,0,0,0,0,0,0
"355","2000-W50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",14.16964286,78.28571429,0,0,0,0,0,0,0,0,0,0
"356","2000-W51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",13.75714286,79.76785714,1,0,1,0,1,0,0,0,0,0
"357","2000-W52",NA,2.950298211,2.574552684,"25/12/2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",13.35714286,70.05357143,0,0,0,0,0,0,0,0,0,0
"358","2000-W53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",13.6625,62.75,0,0,0,0,0,0,0,0,0,0
"359","2001-W00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",12.88333333,81.92857143,1,1,0,1,0,0,0,0,0,0
"360","2001-W01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",13.44107143,77.64285714,0,0,0,0,0,0,0,0,0,0
"361","2001-W02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",12.73035714,78.41071429,0,0,0,0,0,0,0,0,0,0
"362","2001-W03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",11.58392857,76.91071429,0,0,0,0,0,0,0,0,0,0
"363","2001-W04",NA,2.976143141,3.351888668,"31/01/2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",11.89285714,66.23214286,0,0,0,0,0,0,0,0,0,0
"364","2001-W05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",12.43214286,77.46428571,1,1,0,1,0,0,0,0,0,0
"365","2001-W06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",13.74642857,71.03571429,1,1,0,1,0,8,8,0,8,0
"366","2001-W07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",11.95892857,72.53571429,0,0,0,0,0,0,0,0,0,0
"367","2001-W08",NA,2.812749004,3.310756972,"28/02/2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",16.05714286,67.25,1,1,0,1,0,1,1,0,1,0
"368","2001-W09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",16.08035714,77.32142857,1,1,0,1,0,3,3,0,3,0
"369","2001-W10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",16.58392857,75.625,0,0,0,0,0,0,0,0,0,0
"370","2001-W11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",18.61071429,69.58928571,0,0,0,0,0,0,0,0,0,0
"371","2001-W12",NA,3.12992126,3.62992126,"29/03/2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",20.29821429,55.32142857,3,3,0,3,0,2,2,0,2,0
"372","2001-W13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",18.73035714,67.14285714,0,0,0,0,0,0,0,0,0,0
"373","2001-W14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",17.38571429,69.05357143,1,1,0,1,0,0,0,0,0,0
"374","2001-W15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",20.05,58.58928571,0,0,0,0,0,0,0,0,0,0
"375","2001-W16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",20.70714286,59.94642857,2,2,0,2,0,1,1,0,1,0
"376","2001-W17",NA,2.888888889,3.545634921,"30/04/2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",21.55714286,64.23214286,1,0,1,0,0,0,0,0,0,0
"377","2001-W18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",21.1,58.73214286,0,0,0,0,0,0,0,0,0,0
"378","2001-W19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",20.79821429,64.03571429,1,1,0,1,0,5,5,0,5,0
"379","2001-W20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",23.07857143,65.42857143,1,1,0,1,0,0,0,0,0,0
"380","2001-W21",NA,3.014,3.668,"31/05/2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",24.81785714,66.23214286,3,3,0,3,0,21,21,0,21,0
"381","2001-W22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",23.30178571,67.375,0,0,0,0,0,0,0,0,0,0
"382","2001-W23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",24.61785714,66,0,0,0,0,0,0,0,0,0,0
"383","2001-W24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",24.8625,66.60714286,1,0,1,0,1,2,0,2,0,2
"384","2001-W25",NA,3.116831683,3.665346535,"26/06/2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",24.80178571,68.78571429,0,0,0,0,0,0,0,0,0,0
"385","2001-W26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",25.11607143,68.33928571,1,1,0,1,0,0,0,0,0,0
"386","2001-W27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",26.3375,70.92857143,0,0,0,0,0,0,0,0,0,0
"387","2001-W28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",26.90178571,72.17857143,1,1,0,0,1,2,2,0,0,2
"388","2001-W29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",26.85892857,70.14285714,0,0,0,0,0,0,0,0,0,0
"389","2001-W30",2.192842942,3.141153082,3.622266402,"31/07/2001",0,0,0,0,0,0,0,0,0,0,"1",27.46607143,68.53571429,0,0,0,0,0,0,0,0,0,0
"390","2001-W31",NA,NA,NA,NA,4,2,2,4,0,16,14,2,16,0,"1",28.15,72.33928571,2,1,1,1,1,15,15,0,15,0
"391","2001-W32",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"1",27.9875,67.83928571,1,1,0,1,0,0,0,0,0,0
"392","2001-W33",NA,NA,NA,NA,2,0,2,1,1,6,0,6,3,3,"1",27.1625,65.53571429,1,1,0,1,0,0,0,0,0,0
"393","2001-W34",2.38627451,3.378431373,3.866666667,"30/08/2001",4,0,4,4,0,4,0,4,4,0,"1",27.20714286,68.17857143,0,0,0,0,0,0,0,0,0,0
"394","2001-W35",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"1",27.48392857,65.23214286,0,0,0,0,0,0,0,0,0,0
"395","2001-W36",NA,NA,NA,NA,5,1,4,4,1,9,3,6,7,2,"1",26.05892857,61.875,2,2,0,2,0,3,3,0,3,0
"396","2001-W37",NA,NA,NA,NA,2,0,2,1,1,2,0,2,1,1,"1",25.09464286,67.82142857,0,0,0,0,0,0,0,0,0,0
"397","2001-W38",2.28458498,3.266798419,3.95256917,"26/09/2001",2,1,1,2,0,2,1,1,2,0,"1",25.3375,68.98214286,0,0,0,0,0,0,0,0,0,0
"398","2001-W39",NA,NA,NA,NA,3,1,2,3,0,6,3,3,6,0,"1",24.53392857,63.5,1,1,0,1,0,0,0,0,0,0
"399","2001-W40",NA,NA,NA,NA,1,1,0,1,0,1,1,0,1,0,"1",25.05454545,71.76363636,1,1,0,1,0,1,1,0,1,0
"400","2001-W41",NA,NA,NA,NA,2,0,2,2,0,2,0,2,2,0,"1",23.66964286,65.94642857,0,0,0,0,0,0,0,0,0,0
"401","2001-W42",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"1",21.98035714,69.39285714,0,0,0,0,0,0,0,0,0,0
"402","2001-W43",2.150793651,3.154761905,3.797619048,"31/10/2001",3,2,1,2,1,6,5,1,5,1,"1",20.14821429,65.73214286,0,0,0,0,0,0,0,0,0,0
"403","2001-W44",NA,NA,NA,NA,3,0,3,2,1,4,0,4,3,1,"1",19.65714286,70.08928571,0,0,0,0,0,0,0,0,0,0
"404","2001-W45",NA,NA,NA,NA,1,1,0,1,0,1,1,0,1,0,"1",20.05178571,63.57142857,0,0,0,0,0,0,0,0,0,0
"405","2001-W46",NA,NA,NA,NA,1,0,1,1,0,1,0,1,1,0,"1",15.14642857,62.60714286,0,0,0,0,0,0,0,0,0,0
"406","2001-W47",2.17794971,3.032882012,3.773694391,"29/11/2001",5,3,2,3,2,18,16,2,14,4,"1",16.48392857,70.5,3,2,1,2,1,14,14,0,14,0
"407","2001-W48",NA,NA,NA,NA,2,1,1,2,0,15,14,1,15,0,"1",15.15178571,64.10714286,2,2,0,2,0,16,16,0,16,0
"408","2001-W49",NA,NA,NA,NA,1,0,1,1,0,10,0,10,10,0,"1",14.54642857,73.625,2,1,1,2,0,0,0,0,0,0
"409","2001-W50",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"1",12.38928571,73.69642857,0,0,0,0,0,0,0,0,0,0
"410","2001-W51",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"1",14.75178571,73.33928571,0,0,0,0,0,0,0,0,0,0
"411","2001-W52",2.18503937,3.143700787,3.704724409,"31/12/2001",0,0,0,0,0,0,0,0,0,0,"1",12.95625,65.4375,0,0,0,0,0,0,0,0,0,0
"412","2002-W00",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"1",12.8025,62.05,0,0,0,0,0,0,0,0,0,0
"413","2002-W01",NA,NA,NA,NA,1,1,0,1,0,4,4,0,4,0,"1",9.342857143,76.01785714,0,0,0,0,0,0,0,0,0,0
"414","2002-W02",NA,NA,NA,NA,4,1,3,3,1,9,6,3,8,1,"1",11.16071429,68.80357143,0,0,0,0,0,0,0,0,0,0
"415","2002-W03",NA,NA,NA,NA,1,1,0,1,0,2,2,0,2,0,"1",11.83571429,69.51785714,1,1,0,1,0,0,0,0,0,0
"416","2002-W04",2.273809524,3.194444444,3.859126984,"31/01/2002",1,1,0,1,0,1,1,0,1,0,"1",12.675,71.42857143,1,1,0,1,0,1,1,0,1,0
"417","2002-W05",NA,NA,NA,NA,3,1,2,3,0,5,1,4,5,0,"1",14.91785714,60.21428571,0,0,0,0,0,0,0,0,0,0
"418","2002-W06",NA,NA,NA,NA,3,1,2,2,1,8,2,6,5,3,"1",14.13928571,77.73214286,1,0,1,1,0,3,0,3,3,0
"419","2002-W07",NA,NA,NA,NA,4,0,4,2,2,11,0,11,2,9,"1",13.7,60.94642857,1,0,1,1,0,1,0,1,1,0
"420","2002-W08",2.09375,3.140625,3.728515625,"28/02/2002",7,1,6,5,2,18,11,7,16,2,"1",14.3875,64.92857143,2,2,0,1,1,11,11,0,11,0
"421","2002-W09",NA,NA,NA,NA,11,6,5,7,4,35,17,18,22,13,"1",17.64117647,63.82352941,3,2,1,3,0,12,12,0,12,0
"422","2002-W10",NA,NA,NA,NA,4,0,4,2,2,6,0,6,2,4,"1",18.27115385,62.96153846,0,0,0,0,0,0,0,0,0,0
"423","2002-W11",NA,NA,NA,NA,4,3,1,3,1,12,11,1,11,1,"1",16.82075472,72.26415094,3,3,0,2,0,10,10,0,3,0
"424","2002-W12",1.978217822,3.063366337,3.671287129,"25/03/2002",9,4,5,7,2,41,31,10,38,3,"1",15.01960784,63.60784314,3,3,0,3,0,33,33,0,33,0
"425","2002-W13",NA,NA,NA,NA,7,2,5,3,4,26,16,10,17,9,"1",17,61.66666667,3,2,1,2,1,16,16,0,15,1
"426","2002-W14",NA,NA,NA,NA,5,2,3,3,2,29,12,17,13,16,"1",17.09019608,65.33333333,2,2,0,2,0,14,14,0,14,0
"427","2002-W15",NA,NA,NA,NA,1,0,1,1,0,1,0,1,1,0,"1",21.17321429,55.71428571,0,0,0,0,0,0,0,0,0,0
"428","2002-W16",NA,3.342629482,3.832669323,"25/04/2002",2,0,2,1,1,5,0,5,4,1,"1",17.69285714,66.96428571,0,0,0,0,0,0,0,0,0,0
"429","2002-W17",NA,NA,NA,NA,1,0,1,0,1,1,0,1,0,1,"1",17.81132075,71.47169811,0,0,0,0,0,0,0,0,0,0
"430","2002-W18",NA,NA,NA,NA,1,1,0,1,0,15,15,0,15,0,"1",20.08392857,67.21428571,1,1,0,1,0,16,16,0,16,0
"431","2002-W19",NA,NA,NA,NA,1,0,1,1,0,1,0,1,1,0,"1",21.25357143,65.58928571,0,0,0,0,0,0,0,0,0,0
"432","2002-W20",NA,NA,NA,NA,3,2,1,2,1,6,5,1,5,1,"1",21.30714286,68.66071429,3,3,0,3,0,5,5,0,5,0
"433","2002-W21",2.181818182,3.290513834,3.920948617,"31/05/2002",3,1,2,3,0,6,2,4,6,0,"1",22.56428571,69.75,1,1,0,1,0,2,2,0,2,0
"434","2002-W22",NA,NA,NA,NA,3,1,2,3,0,21,17,4,21,0,"1",24.50892857,59.10714286,1,1,0,1,0,17,17,0,17,0
"435","2002-W23",NA,NA,NA,NA,2,1,1,1,1,4,1,3,1,3,"1",25.59464286,66.25,1,1,0,1,0,1,1,0,1,0
"436","2002-W24",NA,NA,NA,NA,4,1,3,3,1,32,19,13,30,2,"1",24.72884615,70.71153846,2,2,0,2,0,26,26,0,26,0
"437","2002-W25",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"1",25.48392857,70.55357143,0,0,0,0,0,0,0,0,0,0
"438","2002-W26",2.323353293,3.235528942,3.664670659,"30/06/2002",0,0,0,0,0,0,0,0,0,0,"1",26.44727273,72.70909091,0,0,0,0,0,0,0,0,0,0
"439","2002-W27",NA,NA,NA,NA,1,0,1,0,1,1,0,1,0,1,"1",27.09464286,68.625,0,0,0,0,0,0,0,0,0,0
"440","2002-W28",NA,NA,NA,NA,3,1,2,2,1,12,2,10,11,1,"1",28.10178571,73.48214286,2,1,1,2,0,14,5,9,14,0
"441","2002-W29",NA,NA,NA,NA,2,0,2,2,0,5,0,5,5,0,"1",27.59464286,69.25,0,0,0,0,0,0,0,0,0,0
"442","2002-W30",2.113948919,3.166994106,3.836935167,"31/07/2002",3,1,2,3,0,8,5,3,8,0,"1",29.08518519,69.85185185,2,2,0,2,0,9,9,0,9,0
"443","2002-W31",NA,NA,NA,NA,4,1,3,4,0,11,7,4,11,0,"1",28.21785714,72.69642857,2,2,0,2,0,9,9,0,9,0
"444","2002-W32",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"1",28.36071429,71.94642857,0,0,0,0,0,0,0,0,0,0
"445","2002-W33",NA,NA,NA,NA,1,0,1,0,1,1,0,1,0,1,"1",26.91428571,70.76785714,0,0,0,0,0,0,0,0,0,0
"446","2002-W34",2.131782946,3.207364341,3.800387597,"31/08/2002",0,0,0,0,0,0,0,0,0,0,"1",27.07678571,74.51785714,0,0,0,0,0,0,0,0,0,0
"447","2002-W35",NA,NA,NA,NA,2,0,2,0,2,2,0,2,0,2,"1",26.85,66.35714286,0,0,0,0,0,0,0,0,0,0
"448","2002-W36",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"1",26.28392857,65,0,0,0,0,0,0,0,0,0,0
"449","2002-W37",NA,NA,NA,NA,4,2,2,4,0,8,6,2,8,0,"1",26.62321429,61.17857143,2,2,0,1,0,7,7,0,6,0
"450","2002-W38",NA,NA,NA,NA,2,0,2,1,1,2,0,2,1,1,"1",25.2125,72.55357143,0,0,0,0,0,0,0,0,0,0
"451","2002-W39",NA,3.067698259,3.659574468,"30/09/2002",1,0,1,0,1,1,0,1,0,1,"1",25.73272727,63.38181818,0,0,0,0,0,0,0,0,0,0
"452","2002-W40",NA,NA,NA,NA,2,1,1,2,0,2,1,1,2,0,"1",24.4125,71.17857143,1,1,0,1,0,1,1,0,1,0
"453","2002-W41",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"1",23.78518519,76.55555556,0,0,0,0,0,0,0,0,0,0
"454","2002-W42",NA,NA,NA,NA,1,1,0,1,0,13,13,0,13,0,"1",22.68518519,73.44444444,1,1,0,1,0,14,14,0,14,0
"455","2002-W43",2.187747036,2.994071146,3.671936759,"30/10/2002",2,0,2,2,0,6,0,6,6,0,"1",21.45272727,71.63636364,1,0,1,0,1,3,0,3,0,3
"456","2002-W44",NA,NA,NA,NA,3,1,2,2,1,5,2,3,4,1,"1",21.55,62.92857143,1,1,0,1,0,2,2,0,2,0
"457","2002-W45",NA,NA,NA,NA,2,1,1,2,0,17,5,12,17,0,"1",19.63035714,61.69642857,0,0,0,0,0,0,0,0,0,0
"458","2002-W46",NA,NA,NA,NA,3,1,2,2,1,12,10,2,11,1,"1",20.18214286,41.32142857,1,1,0,1,0,7,7,0,7,0
"459","2002-W47",2.13243762,3.157389635,3.710172745,"30/11/2002",1,1,0,1,0,6,6,0,6,0,"1",17.39642857,65.82142857,0,0,0,0,0,0,0,0,0,0
"460","2002-W48",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"1",17.22321429,69.39285714,0,0,0,0,0,0,0,0,0,0
"461","2002-W49",NA,NA,NA,NA,1,0,1,0,1,2,0,2,0,2,"1",15.45178571,67.03571429,0,0,0,0,0,0,0,0,0,0
"462","2002-W50",NA,NA,NA,NA,1,0,1,1,0,1,0,1,1,0,"1",14.32857143,76.46428571,0,0,0,0,0,0,0,0,0,0
"463","2002-W51",NA,NA,NA,NA,1,0,1,1,0,4,0,4,4,0,"1",13.15535714,83.10714286,0,0,0,0,0,0,0,0,0,0
"464","2002-W52",2.156435644,3.144554455,3.75049505,"31/12/2002",0,0,0,0,0,0,0,0,0,0,"1",14.1,77.16666667,0,0,0,0,0,0,0,0,0,0
"465","2003-W00",NA,NA,NA,NA,1,0,1,1,0,1,0,1,1,0,"1",14.15625,79.1875,0,0,0,0,0,0,0,0,0,0
"466","2003-W01",NA,NA,NA,NA,1,1,0,1,0,15,15,0,15,0,"1",15.07777778,70.22222222,1,1,0,1,0,22,22,0,22,0
"467","2003-W02",NA,NA,NA,NA,3,2,1,2,1,3,2,1,2,1,"1",15.13571429,70.76785714,0,0,0,0,0,0,0,0,0,0
"468","2003-W03",NA,NA,NA,NA,1,0,1,0,1,3,0,3,0,3,"1",12.48571429,81.03571429,0,0,0,0,0,0,0,0,0,0
"469","2003-W04",2.131212724,3.234592445,3.69582505,"31/01/2003",0,0,0,0,0,0,0,0,0,0,"1",13.45892857,69.76785714,0,0,0,0,0,0,0,0,0,0
"470","2003-W05",NA,NA,NA,NA,1,0,1,0,1,2,0,2,0,2,"1",12.92037037,67.85185185,0,0,0,0,0,0,0,0,0,0
"471","2003-W06",NA,NA,NA,NA,2,0,2,0,2,6,0,6,0,6,"1",12.18214286,80.78571429,0,0,0,0,0,0,0,0,0,0
"472","2003-W07",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"1",13.86071429,72.73214286,0,0,0,0,0,0,0,0,0,0
"473","2003-W08",2.075098814,3.059288538,3.606719368,"28/02/2003",1,0,1,0,1,1,0,1,0,1,"1",11.03035714,78.48214286,0,0,0,0,0,0,0,0,0,0
"474","2003-W09",NA,NA,NA,NA,2,1,1,2,0,19,17,2,19,0,"1",15.2875,69.96428571,1,1,0,1,0,17,17,0,17,0
"475","2003-W10",NA,NA,NA,NA,2,0,2,0,2,2,0,2,0,2,"1",13.97321429,79.26785714,0,0,0,0,0,0,0,0,0,0
