"negot3","negot4","date1","survey_year"
1,1,196,2010
2,2,196,2010
2,4,196,2010
3,4,196,2010
2,3,196,2010
1,2,196,2010
1,1,196,2010
1,3,196,2010
4,4,196,2010
1,2,196,2010
1,1,196,2010
2,3,196,2010
1,2,196,2010
3,4,196,2010
2,3,196,2010
1,2,196,2010
1,2,196,2010
4,4,196,2010
1,4,196,2010
1,2,196,2010
1,2,196,2010
2,2,196,2010
1,1,196,2010
2,3,196,2010
1,2,196,2010
1,2,196,2010
3,4,196,2010
1,3,196,2010
4,3,196,2010
2,2,196,2010
1,1,196,2010
2,3,196,2010
2,2,196,2010
1,4,196,2010
1,4,196,2010
1,2,196,2010
3,4,196,2010
4,4,196,2010
1,2,196,2010
1,2,196,2010
1,4,196,2010
2,2,196,2010
1,2,196,2010
1,2,196,2010
3,3,196,2010
1,2,196,2010
3,4,196,2010
1,4,196,2010
2,3,196,2010
2,3,196,2010
1,4,196,2010
1,1,196,2010
1,2,196,2010
2,2,196,2010
2,3,196,2010
4,4,196,2010
2,2,196,2010
2,2,196,2010
1,2,196,2010
2,2,196,2010
1,2,196,2010
1,1,196,2010
2,2,196,2010
1,2,196,2010
3,4,196,2010
3,3,196,2010
2,3,196,2010
1,2,196,2010
1,2,196,2010
3,4,196,2010
2,3,196,2010
4,4,196,2010
1,1,196,2010
2,NA,196,2010
2,2,196,2010
1,3,196,2010
2,2,196,2010
1,4,196,2010
1,4,196,2010
4,4,196,2010
2,4,196,2010
1,2,196,2010
1,4,196,2010
2,1,196,2010
1,2,196,2010
1,3,196,2010
2,2,196,2010
2,2,196,2010
2,3,196,2010
2,NA,196,2010
2,4,196,2010
3,4,196,2010
3,2,196,2010
1,2,196,2010
1,4,196,2010
2,3,196,2010
2,4,196,2010
1,2,196,2010
1,1,196,2010
1,4,196,2010
2,4,196,2010
2,3,196,2010
1,3,196,2010
2,3,196,2010
1,1,196,2010
2,4,196,2010
2,2,196,2010
1,2,196,2010
1,2,196,2010
1,2,196,2010
2,3,196,2010
1,2,196,2010
1,1,196,2010
4,4,196,2010
1,2,196,2010
1,4,196,2010
1,4,196,2010
2,2,196,2010
4,4,196,2010
4,4,196,2010
1,1,196,2010
2,3,196,2010
1,NA,196,2010
1,3,196,2010
2,4,196,2010
2,4,196,2010
1,4,196,2010
4,4,196,2010
1,4,196,2010
4,4,196,2010
1,4,196,2010
1,4,196,2010
1,2,196,2010
4,4,196,2010
2,4,196,2010
1,2,196,2010
4,4,196,2010
2,3,196,2010
1,4,196,2010
1,2,196,2010
1,4,196,2010
1,2,196,2010
4,3,196,2010
4,1,196,2010
2,3,196,2010
1,3,196,2010
1,3,196,2010
1,4,196,2010
1,1,196,2010
1,2,196,2010
2,3,196,2010
3,4,196,2010
2,4,196,2010
3,4,196,2010
4,4,196,2010
1,3,196,2010
1,2,196,2010
4,4,196,2010
2,3,196,2010
3,4,196,2010
3,3,196,2010
1,2,196,2010
4,3,196,2010
1,1,196,2010
1,1,196,2010
1,2,196,2010
2,1,196,2010
1,4,196,2010
2,2,196,2010
1,2,196,2010
2,4,196,2010
1,3,196,2010
2,2,196,2010
3,4,196,2010
2,4,196,2010
2,4,196,2010
1,2,196,2010
4,4,196,2010
1,1,196,2010
1,4,196,2010
2,4,196,2010
2,3,196,2010
2,2,196,2010
1,2,196,2010
2,3,196,2010
2,4,196,2010
1,2,196,2010
4,4,196,2010
2,3,196,2010
1,2,196,2010
4,4,196,2010
1,2,196,2010
1,2,196,2010
1,1,196,2010
2,2,196,2010
3,4,196,2010
1,2,196,2010
3,4,196,2010
2,2,196,2010
1,3,196,2010
2,3,196,2010
1,4,196,2010
2,3,196,2010
2,3,196,2010
2,3,196,2010
2,4,196,2010
1,4,196,2010
1,1,196,2010
2,1,196,2010
4,4,196,2010
2,3,196,2010
2,3,196,2010
1,1,196,2010
4,4,196,2010
3,3,196,2010
1,1,196,2010
1,4,196,2010
4,4,196,2010
2,3,196,2010
2,4,196,2010
1,4,196,2010
4,4,196,2010
2,4,196,2010
2,4,196,2010
2,1,196,2010
3,4,196,2010
1,2,196,2010
4,4,196,2010
2,3,196,2010
1,4,196,2010
1,2,196,2010
1,1,196,2010
2,4,196,2010
2,3,196,2010
2,4,196,2010
4,1,196,2010
1,1,196,2010
2,4,196,2010
2,2,196,2010
1,2,196,2010
3,4,196,2010
1,2,196,2010
1,2,196,2010
3,4,196,2010
2,2,196,2010
2,3,196,2010
4,4,196,2010
1,2,196,2010
1,2,196,2010
2,4,196,2010
1,3,196,2010
2,2,196,2010
1,4,196,2010
1,3,196,2010
1,2,196,2010
4,3,196,2010
2,3,196,2010
2,4,196,2010
3,4,196,2010
3,3,196,2010
1,2,196,2010
1,2,196,2010
4,4,196,2010
3,3,196,2010
2,4,196,2010
4,4,196,2010
3,3,196,2010
2,2,196,2010
3,4,196,2010
4,4,196,2010
2,3,196,2010
1,1,196,2010
3,3,196,2010
3,4,196,2010
2,3,196,2010
4,4,196,2010
4,4,196,2010
4,4,196,2010
1,NA,196,2010
2,3,196,2010
2,3,196,2010
2,3,196,2010
3,3,196,2010
3,4,196,2010
2,3,196,2010
3,3,196,2010
2,3,196,2010
2,3,196,2010
2,3,196,2010
3,4,196,2010
1,2,196,2010
3,4,196,2010
3,3,196,2010
2,2,196,2010
2,4,196,2010
2,3,196,2010
3,4,196,2010
2,3,196,2010
2,2,196,2010
2,NA,196,2010
3,3,196,2010
2,3,196,2010
4,4,196,2010
2,4,196,2010
2,4,196,2010
1,3,196,2010
2,3,196,2010
2,3,196,2010
2,3,196,2010
2,3,196,2010
3,4,196,2010
2,3,196,2010
2,3,196,2010
4,4,196,2010
2,3,196,2010
2,3,196,2010
2,2,196,2010
1,3,196,2010
1,2,196,2010
2,2,196,2010
3,3,196,2010
2,1,196,2010
2,3,196,2010
1,3,196,2010
4,4,196,2010
2,3,196,2010
2,4,196,2010
3,3,196,2010
2,3,196,2010
2,2,196,2010
4,3,196,2010
3,4,196,2010
1,4,196,2010
2,3,196,2010
2,3,196,2010
2,3,196,2010
2,3,196,2010
3,3,196,2010
1,3,196,2010
2,3,196,2010
3,4,196,2010
2,3,196,2010
2,3,196,2010
3,NA,196,2010
2,3,196,2010
3,4,196,2010
3,4,196,2010
3,3,196,2010
2,3,196,2010
2,3,196,2010
3,3,196,2010
4,4,196,2010
2,3,196,2010
2,2,196,2010
3,3,196,2010
3,2,196,2010
2,2,196,2010
2,3,196,2010
3,3,196,2010
1,3,197,2010
1,3,197,2010
1,1,197,2010
1,4,197,2010
4,4,197,2010
4,3,197,2010
2,4,197,2010
1,4,197,2010
4,3,197,2010
2,4,197,2010
4,4,197,2010
4,4,197,2010
1,2,197,2010
1,2,197,2010
2,NA,197,2010
2,4,197,2010
1,3,197,2010
2,2,197,2010
1,2,197,2010
3,4,197,2010
1,3,197,2010
1,1,197,2010
1,3,197,2010
1,2,197,2010
1,3,197,2010
1,1,197,2010
2,3,197,2010
4,4,197,2010
1,1,197,2010
2,4,197,2010
2,4,197,2010
1,3,197,2010
2,4,197,2010
1,2,197,2010
1,3,197,2010
1,2,197,2010
1,2,197,2010
4,4,197,2010
1,2,197,2010
1,3,197,2010
1,1,197,2010
1,1,197,2010
1,2,197,2010
1,4,197,2010
4,4,197,2010
1,4,197,2010
3,4,197,2010
1,1,197,2010
1,1,197,2010
1,2,197,2010
1,3,197,2010
1,2,197,2010
1,2,197,2010
2,3,197,2010
3,4,197,2010
3,4,197,2010
1,NA,197,2010
2,3,197,2010
2,4,197,2010
2,4,197,2010
4,4,197,2010
4,4,197,2010
2,2,197,2010
1,1,197,2010
2,2,197,2010
1,2,197,2010
1,2,197,2010
1,2,197,2010
2,NA,197,2010
1,2,197,2010
2,2,197,2010
1,1,197,2010
1,2,197,2010
2,3,197,2010
1,3,197,2010
1,1,197,2010
1,2,197,2010
1,2,197,2010
1,NA,197,2010
1,2,197,2010
1,3,197,2010
2,4,197,2010
1,1,197,2010
1,2,197,2010
1,1,197,2010
1,3,197,2010
1,3,197,2010
2,3,197,2010
4,4,197,2010
1,4,197,2010
1,1,197,2010
2,3,197,2010
1,1,197,2010
1,4,197,2010
1,3,197,2010
1,4,197,2010
1,1,197,2010
1,2,197,2010
1,4,197,2010
1,2,197,2010
2,3,197,2010
1,2,197,2010
2,2,197,2010
1,2,197,2010
2,3,197,2010
1,2,197,2010
1,2,197,2010
2,3,197,2010
2,4,197,2010
1,1,197,2010
2,2,197,2010
2,3,197,2010
1,2,197,2010
1,2,197,2010
1,4,197,2010
1,1,197,2010
1,1,197,2010
2,4,197,2010
2,2,197,2010
1,1,197,2010
1,3,197,2010
2,2,197,2010
1,2,197,2010
1,2,197,2010
1,2,197,2010
2,2,197,2010
2,3,197,2010
2,2,197,2010
1,2,197,2010
2,3,197,2010
2,4,197,2010
1,3,197,2010
1,3,197,2010
1,2,197,2010
3,4,197,2010
1,1,197,2010
1,2,197,2010
2,3,197,2010
1,1,197,2010
1,3,197,2010
2,3,197,2010
1,4,197,2010
3,3,197,2010
4,3,197,2010
1,2,197,2010
3,4,197,2010
1,2,197,2010
4,4,197,2010
2,4,197,2010
1,4,197,2010
1,3,197,2010
1,2,197,2010
1,2,197,2010
1,1,197,2010
1,3,197,2010
2,4,197,2010
1,4,197,2010
2,2,197,2010
1,2,197,2010
1,2,197,2010
1,2,197,2010
2,4,197,2010
2,3,197,2010
3,3,197,2010
1,3,197,2010
1,3,197,2010
2,2,197,2010
1,2,197,2010
2,2,197,2010
2,3,197,2010
2,3,197,2010
1,4,197,2010
2,4,197,2010
1,2,197,2010
2,4,197,2010
1,3,197,2010
2,3,197,2010
3,4,197,2010
2,3,197,2010
1,3,197,2010
4,4,197,2010
1,3,197,2010
3,4,197,2010
2,3,197,2010
1,3,197,2010
2,4,197,2010
3,4,197,2010
2,4,197,2010
2,4,197,2010
2,4,197,2010
2,3,197,2010
1,1,197,2010
3,3,197,2010
2,2,197,2010
2,3,197,2010
2,2,197,2010
2,4,197,2010
2,3,197,2010
3,4,197,2010
1,3,197,2010
1,3,197,2010
1,2,197,2010
3,4,197,2010
2,3,197,2010
2,3,197,2010
2,3,197,2010
1,1,197,2010
1,2,197,2010
3,3,197,2010
3,3,197,2010
1,1,197,2010
3,3,197,2010
2,3,197,2010
3,3,197,2010
4,4,197,2010
1,2,197,2010
2,3,197,2010
1,1,197,2010
2,4,197,2010
1,3,197,2010
1,4,197,2010
1,3,197,2010
2,3,197,2010
2,3,197,2010
1,3,197,2010
2,2,197,2010
4,4,197,2010
2,3,197,2010
1,3,197,2010
3,4,197,2010
4,4,197,2010
3,4,197,2010
1,2,197,2010
3,3,197,2010
1,4,197,2010
2,3,197,2010
1,4,197,2010
1,2,197,2010
2,3,197,2010
2,1,197,2010
1,2,197,2010
1,2,197,2010
2,2,197,2010
1,3,197,2010
1,2,197,2010
1,2,197,2010
1,2,197,2010
1,2,197,2010
2,4,197,2010
2,3,197,2010
4,4,197,2010
3,4,197,2010
2,4,197,2010
2,3,197,2010
3,4,197,2010
4,4,197,2010
1,1,197,2010
1,2,197,2010
2,4,197,2010
3,4,197,2010
2,4,197,2010
2,4,197,2010
3,4,197,2010
4,4,197,2010
2,4,197,2010
3,4,197,2010
4,NA,197,2010
2,4,197,2010
4,4,197,2010
4,4,197,2010
1,3,197,2010
1,2,197,2010
3,NA,197,2010
4,4,197,2010
3,4,197,2010
4,4,197,2010
4,4,197,2010
1,NA,197,2010
2,4,197,2010
2,4,197,2010
2,4,197,2010
2,2,197,2010
1,4,197,2010
4,4,197,2010
1,3,197,2010
1,3,197,2010
1,1,197,2010
4,4,197,2010
1,1,197,2010
3,4,197,2010
1,2,197,2010
1,1,197,2010
2,1,197,2010
2,2,197,2010
3,4,197,2010
4,4,197,2010
4,4,197,2010
4,4,197,2010
1,NA,197,2010
4,4,197,2010
2,3,197,2010
2,4,197,2010
2,2,197,2010
2,3,197,2010
2,3,197,2010
2,2,197,2010
1,2,197,2010
3,3,197,2010
2,4,197,2010
2,2,197,2010
1,1,197,2010
1,4,197,2010
1,3,197,2010
1,4,197,2010
2,3,197,2010
1,3,197,2010
2,NA,197,2010
2,4,197,2010
1,2,197,2010
2,4,197,2010
1,2,197,2010
1,3,197,2010
3,4,197,2010
1,3,197,2010
2,3,197,2010
2,3,197,2010
4,4,197,2010
2,4,197,2010
1,2,197,2010
1,3,197,2010
1,3,197,2010
3,4,197,2010
4,4,197,2010
4,4,197,2010
1,4,197,2010
2,3,197,2010
2,3,197,2010
4,4,197,2010
3,3,197,2010
2,4,197,2010
1,3,197,2010
4,4,197,2010
2,3,197,2010
3,2,197,2010
3,4,197,2010
3,4,197,2010
2,4,197,2010
2,2,197,2010
4,4,197,2010
2,4,197,2010
4,4,197,2010
4,4,197,2010
3,4,197,2010
1,4,197,2010
2,4,197,2010
2,2,197,2010
2,4,197,2010
2,2,197,2010
2,2,197,2010
2,3,197,2010
1,1,197,2010
4,3,197,2010
2,3,197,2010
2,4,197,2010
2,4,197,2010
2,2,197,2010
4,4,197,2010
2,4,197,2010
1,2,197,2010
2,4,197,2010
1,3,197,2010
2,4,197,2010
3,2,197,2010
1,2,197,2010
1,2,197,2010
1,2,197,2010
1,4,197,2010
2,2,197,2010
2,4,197,2010
2,3,197,2010
2,4,197,2010
3,4,197,2010
1,4,197,2010
2,3,197,2010
2,3,197,2010
1,2,197,2010
1,1,197,2010
2,4,197,2010
2,3,197,2010
1,2,197,2010
2,4,197,2010
1,2,197,2010
2,3,197,2010
2,3,197,2010
2,2,197,2010
3,4,197,2010
2,3,197,2010
1,2,197,2010
4,4,197,2010
3,3,197,2010
2,3,197,2010
3,3,197,2010
2,4,197,2010
1,2,197,2010
1,2,197,2010
4,4,197,2010
4,4,197,2010
4,4,197,2010
2,4,197,2010
4,4,197,2010
4,4,197,2010
2,4,197,2010
4,4,197,2010
4,4,197,2010
4,4,197,2010
2,4,197,2010
3,3,197,2010
2,2,197,2010
3,4,197,2010
4,4,197,2010
3,3,197,2010
1,3,197,2010
2,NA,197,2010
3,4,197,2010
4,4,197,2010
1,2,197,2010
1,4,197,2010
1,3,197,2010
1,2,197,2010
2,4,197,2010
2,4,197,2010
4,3,197,2010
1,2,197,2010
2,3,197,2010
2,2,197,2010
1,2,197,2010
1,2,197,2010
1,2,197,2010
2,4,197,2010
2,4,197,2010
2,4,197,2010
1,3,197,2010
3,4,197,2010
1,4,197,2010
1,4,197,2010
1,4,197,2010
2,4,197,2010
2,4,197,2010
2,3,197,2010
1,2,197,2010
2,3,197,2010
1,2,197,2010
2,2,197,2010
2,2,197,2010
1,2,197,2010
4,4,197,2010
1,4,197,2010
1,2,197,2010
3,3,197,2010
3,4,197,2010
3,4,197,2010
4,4,197,2010
2,3,197,2010
1,4,197,2010
2,3,197,2010
2,4,197,2010
2,4,197,2010
2,2,197,2010
2,4,197,2010
2,3,197,2010
2,3,197,2010
1,2,197,2010
1,4,197,2010
4,4,197,2010
2,4,197,2010
4,4,197,2010
4,4,197,2010
4,4,197,2010
2,4,197,2010
3,3,197,2010
2,2,197,2010
1,3,197,2010
2,3,197,2010
3,3,197,2010
1,3,197,2010
4,4,197,2010
2,4,197,2010
3,4,197,2010
4,4,197,2010
2,3,198,2010
4,4,198,2010
1,4,198,2010
4,4,198,2010
1,2,198,2010
4,4,198,2010
2,1,198,2010
1,2,198,2010
1,2,198,2010
2,2,198,2010
2,4,198,2010
3,4,198,2010
1,2,198,2010
1,2,198,2010
4,4,198,2010
2,NA,198,2010
1,2,198,2010
4,4,198,2010
1,2,198,2010
2,2,198,2010
1,1,198,2010
3,4,198,2010
3,4,198,2010
2,3,198,2010
2,1,198,2010
2,2,198,2010
2,3,198,2010
1,2,198,2010
3,3,198,2010
2,3,198,2010
1,1,198,2010
1,4,198,2010
1,3,198,2010
2,3,198,2010
4,4,198,2010
4,4,198,2010
4,4,198,2010
2,2,198,2010
1,3,198,2010
4,4,198,2010
1,2,198,2010
1,2,198,2010
3,4,198,2010
2,3,198,2010
1,4,198,2010
1,2,198,2010
4,4,198,2010
2,2,198,2010
3,4,198,2010
1,3,198,2010
4,4,198,2010
2,3,198,2010
3,4,198,2010
2,2,198,2010
4,4,198,2010
2,4,198,2010
1,2,198,2010
3,3,198,2010
2,4,198,2010
4,4,198,2010
2,3,198,2010
1,3,198,2010
2,3,198,2010
4,4,198,2010
2,3,198,2010
1,4,198,2010
4,4,198,2010
2,4,198,2010
2,2,198,2010
1,4,198,2010
4,4,198,2010
2,3,198,2010
2,4,198,2010
1,2,198,2010
1,2,198,2010
1,2,198,2010
1,2,198,2010
1,4,198,2010
1,2,198,2010
1,1,198,2010
4,4,198,2010
3,4,198,2010
1,4,198,2010
2,4,198,2010
1,2,198,2010
2,3,198,2010
1,3,198,2010
1,2,198,2010
3,4,198,2010
2,3,198,2010
4,4,198,2010
1,2,198,2010
4,4,198,2010
1,4,198,2010
1,2,198,2010
1,3,198,2010
1,2,198,2010
1,4,198,2010
3,4,198,2010
3,3,198,2010
3,4,198,2010
3,4,198,2010
1,3,198,2010
1,3,198,2010
3,3,198,2010
2,4,198,2010
1,2,198,2010
4,4,198,2010
2,4,198,2010
3,4,198,2010
1,3,198,2010
2,4,198,2010
2,4,198,2010
1,2,198,2010
2,2,198,2010
2,3,198,2010
1,4,198,2010
1,3,198,2010
2,3,198,2010
1,2,198,2010
1,2,198,2010
1,1,198,2010
2,4,198,2010
1,1,198,2010
3,4,198,2010
2,3,198,2010
1,4,198,2010
2,2,198,2010
1,1,198,2010
3,4,198,2010
1,4,198,2010
2,2,198,2010
3,3,198,2010
1,1,198,2010
2,2,198,2010
1,2,198,2010
1,3,198,2010
1,4,198,2010
3,3,198,2010
1,2,198,2010
1,2,198,2010
1,2,198,2010
1,1,198,2010
3,3,198,2010
1,2,198,2010
1,2,198,2010
2,4,198,2010
1,4,198,2010
2,2,198,2010
2,3,198,2010
2,1,198,2010
1,3,198,2010
2,3,198,2010
1,2,198,2010
2,2,198,2010
1,2,198,2010
3,3,198,2010
1,1,198,2010
2,3,198,2010
4,4,198,2010
2,4,198,2010
1,2,198,2010
2,4,198,2010
2,2,198,2010
1,1,198,2010
1,2,198,2010
2,4,198,2010
1,3,198,2010
2,3,198,2010
2,4,198,2010
2,4,198,2010
3,3,198,2010
1,1,198,2010
2,3,198,2010
1,1,198,2010
3,4,198,2010
4,4,198,2010
2,3,198,2010
2,2,198,2010
4,4,198,2010
1,4,198,2010
3,4,198,2010
2,3,198,2010
4,4,198,2010
1,2,198,2010
2,3,198,2010
2,2,198,2010
1,4,198,2010
2,2,198,2010
1,2,198,2010
4,4,198,2010
1,2,198,2010
1,3,198,2010
1,2,198,2010
3,4,198,2010
4,4,198,2010
1,2,198,2010
1,1,198,2010
1,3,198,2010
1,4,198,2010
2,4,198,2010
2,2,198,2010
4,4,198,2010
4,4,198,2010
1,NA,198,2010
2,4,198,2010
4,4,198,2010
2,4,198,2010
1,1,198,2010
2,4,198,2010
3,4,198,2010
2,2,198,2010
1,1,198,2010
1,2,198,2010
4,4,198,2010
1,4,198,2010
1,NA,198,2010
3,4,198,2010
3,4,198,2010
1,2,198,2010
3,4,198,2010
2,2,198,2010
2,2,198,2010
1,3,198,2010
1,1,198,2010
3,4,198,2010
1,2,198,2010
4,4,198,2010
3,3,198,2010
4,4,198,2010
1,1,198,2010
2,4,198,2010
2,3,198,2010
1,2,198,2010
2,2,198,2010
1,3,198,2010
1,4,198,2010
1,1,198,2010
4,4,198,2010
2,1,198,2010
4,3,198,2010
4,4,198,2010
1,4,198,2010
2,2,198,2010
4,3,198,2010
2,2,198,2010
1,2,198,2010
4,4,198,2010
2,3,198,2010
3,3,198,2010
1,1,198,2010
1,1,198,2010
2,2,198,2010
3,3,198,2010
2,2,198,2010
1,4,198,2010
1,2,198,2010
1,2,198,2010
2,2,198,2010
2,4,198,2010
2,4,198,2010
3,3,198,2010
2,4,198,2010
1,4,198,2010
1,1,198,2010
4,4,198,2010
2,3,198,2010
2,4,198,2010
2,3,198,2010
2,4,198,2010
2,3,198,2010
3,4,198,2010
1,1,198,2010
2,4,198,2010
1,3,198,2010
2,2,198,2010
1,2,198,2010
1,2,198,2010
2,3,198,2010
1,2,198,2010
2,2,198,2010
1,1,198,2010
2,4,198,2010
1,3,198,2010
1,3,198,2010
3,4,198,2010
2,2,198,2010
1,2,198,2010
2,3,198,2010
1,1,198,2010
1,1,198,2010
2,3,198,2010
2,3,198,2010
2,3,198,2010
1,4,198,2010
2,3,198,2010
1,2,198,2010
2,2,198,2010
1,3,198,2010
1,3,198,2010
1,2,198,2010
4,4,198,2010
2,2,198,2010
1,1,198,2010
2,4,198,2010
3,4,198,2010
1,2,198,2010
3,4,198,2010
2,2,198,2010
1,3,198,2010
2,3,198,2010
1,2,198,2010
1,4,198,2010
1,2,198,2010
1,1,198,2010
4,4,198,2010
2,3,198,2010
2,3,198,2010
1,2,198,2010
1,3,198,2010
2,4,198,2010
4,4,198,2010
1,2,198,2010
1,3,198,2010
1,2,198,2010
2,2,198,2010
1,3,198,2010
2,3,198,2010
1,2,198,2010
1,3,198,2010
1,4,198,2010
2,4,198,2010
2,3,198,2010
1,1,198,2010
1,4,198,2010
1,4,198,2010
1,1,198,2010
1,2,198,2010
1,2,198,2010
1,2,198,2010
2,3,198,2010
1,2,198,2010
1,2,198,2010
1,4,198,2010
2,3,198,2010
2,3,198,2010
2,4,198,2010
1,1,198,2010
4,4,198,2010
2,3,198,2010
2,3,198,2010
2,2,198,2010
2,2,198,2010
4,4,198,2010
1,2,198,2010
1,3,198,2010
4,4,198,2010
2,4,198,2010
1,2,198,2010
1,4,198,2010
3,4,198,2010
1,2,198,2010
4,3,198,2010
2,4,198,2010
2,2,198,2010
2,2,198,2010
2,3,198,2010
4,4,198,2010
1,2,198,2010
1,1,198,2010
1,3,198,2010
2,2,198,2010
1,4,198,2010
1,2,198,2010
1,1,198,2010
2,3,198,2010
1,2,198,2010
2,3,198,2010
2,2,198,2010
1,2,198,2010
1,2,198,2010
1,1,198,2010
1,3,198,2010
3,4,198,2010
4,4,198,2010
1,2,198,2010
3,3,198,2010
1,3,198,2010
1,3,198,2010
2,4,198,2010
3,4,198,2010
3,4,198,2010
4,1,198,2010
1,2,198,2010
2,4,198,2010
3,4,198,2010
2,3,198,2010
2,4,198,2010
3,4,198,2010
2,3,198,2010
2,2,198,2010
2,4,198,2010
3,4,198,2010
1,2,198,2010
1,2,198,2010
2,2,198,2010
1,2,198,2010
4,4,198,2010
2,3,198,2010
4,4,198,2010
1,3,198,2010
2,3,198,2010
4,4,198,2010
4,4,198,2010
1,2,198,2010
1,4,198,2010
2,2,198,2010
4,4,198,2010
2,4,198,2010
3,4,198,2010
1,4,198,2010
3,4,198,2010
4,4,198,2010
3,4,198,2010
1,4,198,2010
1,3,198,2010
1,3,198,2010
2,4,198,2010
4,4,198,2010
3,4,198,2010
4,4,198,2010
4,4,198,2010
2,3,198,2010
4,4,198,2010
2,3,198,2010
2,3,198,2010
4,4,198,2010
2,3,198,2010
2,4,198,2010
2,3,198,2010
2,3,198,2010
2,3,198,2010
3,4,198,2010
4,4,198,2010
2,2,198,2010
2,4,198,2010
4,4,198,2010
3,3,198,2010
2,3,198,2010
2,3,198,2010
3,4,198,2010
2,3,198,2010
2,4,198,2010
2,2,198,2010
2,4,198,2010
2,3,198,2010
2,3,198,2010
4,4,198,2010
1,3,198,2010
2,2,198,2010
2,3,198,2010
4,4,198,2010
2,4,198,2010
2,NA,198,2010
2,2,198,2010
2,4,198,2010
2,4,198,2010
1,4,198,2010
2,4,198,2010
2,4,198,2010
3,4,198,2010
4,4,198,2010
2,3,198,2010
2,4,198,2010
1,NA,198,2010
1,3,198,2010
4,4,198,2010
3,4,198,2010
2,2,198,2010
1,4,198,2010
2,2,198,2010
1,3,198,2010
2,3,198,2010
2,NA,198,2010
2,3,198,2010
3,3,198,2010
1,3,198,2010
2,2,198,2010
4,4,198,2010
2,4,198,2010
2,4,198,2010
2,2,199,2010
4,4,199,2010
2,3,199,2010
2,2,199,2010
1,4,199,2010
1,2,199,2010
1,1,199,2010
1,2,199,2010
1,1,199,2010
1,2,199,2010
1,1,199,2010
3,4,199,2010
1,2,199,2010
3,3,199,2010
1,4,199,2010
2,3,199,2010
1,2,199,2010
1,3,199,2010
4,4,199,2010
2,3,199,2010
1,3,199,2010
2,3,199,2010
3,4,199,2010
4,4,199,2010
3,4,199,2010
1,3,199,2010
3,3,199,2010
3,4,199,2010
2,4,199,2010
2,2,199,2010
1,1,199,2010
1,2,199,2010
1,2,199,2010
2,3,199,2010
2,3,199,2010
3,4,199,2010
1,3,199,2010
4,4,199,2010
2,4,199,2010
1,4,199,2010
3,4,199,2010
2,4,199,2010
3,4,199,2010
1,3,199,2010
1,2,199,2010
2,4,199,2010
4,4,199,2010
1,1,199,2010
1,2,199,2010
2,4,199,2010
2,4,199,2010
2,3,199,2010
1,1,199,2010
3,4,199,2010
1,3,199,2010
1,1,199,2010
4,4,199,2010
3,4,199,2010
4,4,199,2010
3,4,199,2010
2,3,199,2010
2,2,199,2010
4,4,199,2010
2,4,199,2010
1,4,199,2010
1,1,199,2010
1,2,199,2010
2,3,199,2010
2,2,199,2010
2,2,199,2010
3,4,199,2010
2,3,199,2010
4,4,199,2010
1,4,199,2010
2,3,199,2010
1,3,199,2010
1,3,199,2010
4,4,199,2010
1,3,199,2010
1,2,199,2010
2,3,199,2010
1,2,199,2010
1,3,199,2010
1,3,199,2010
1,2,199,2010
4,4,199,2010
1,2,199,2010
3,4,199,2010
2,2,199,2010
1,1,199,2010
4,4,199,2010
3,4,199,2010
1,2,199,2010
2,3,199,2010
1,2,199,2010
3,3,199,2010
1,3,199,2010
2,3,199,2010
3,3,199,2010
2,3,199,2010
1,2,199,2010
1,3,199,2010
4,4,199,2010
2,2,199,2010
1,3,199,2010
3,4,199,2010
1,3,199,2010
3,4,199,2010
1,2,199,2010
4,4,199,2010
4,4,199,2010
1,2,199,2010
1,2,199,2010
2,4,199,2010
1,3,199,2010
1,2,199,2010
1,4,199,2010
2,2,199,2010
1,4,199,2010
2,4,199,2010
3,3,199,2010
1,4,199,2010
3,4,199,2010
1,NA,199,2010
3,4,199,2010
1,2,199,2010
1,4,199,2010
2,3,199,2010
2,3,199,2010
2,NA,199,2010
2,2,199,2010
1,2,199,2010
1,NA,199,2010
3,4,199,2010
1,NA,199,2010
3,4,199,2010
2,3,199,2010
1,4,199,2010
2,2,199,2010
3,4,199,2010
2,2,199,2010
2,2,199,2010
2,3,199,2010
1,2,199,2010
1,4,199,2010
4,4,199,2010
1,2,199,2010
2,3,199,2010
3,3,199,2010
3,3,199,2010
2,1,199,2010
2,2,199,2010
1,2,199,2010
1,3,199,2010
2,4,199,2010
1,2,199,2010
1,2,199,2010
2,4,199,2010
2,3,199,2010
3,4,199,2010
2,3,199,2010
2,2,199,2010
3,4,199,2010
1,4,199,2010
1,2,199,2010
2,2,199,2010
1,3,199,2010
4,4,199,2010
4,4,199,2010
2,2,199,2010
1,3,199,2010
1,3,199,2010
1,2,199,2010
1,4,199,2010
1,3,199,2010
2,2,199,2010
1,3,199,2010
2,3,199,2010
2,2,199,2010
2,4,199,2010
3,3,199,2010
1,2,199,2010
2,3,199,2010
4,4,199,2010
2,2,199,2010
3,4,199,2010
2,4,199,2010
4,4,199,2010
1,3,199,2010
1,3,199,2010
2,3,199,2010
2,4,199,2010
4,4,199,2010
4,4,199,2010
2,2,199,2010
4,4,199,2010
2,3,199,2010
1,2,199,2010
1,1,199,2010
1,2,199,2010
2,3,199,2010
4,4,199,2010
2,3,199,2010
2,2,199,2010
2,3,199,2010
2,3,199,2010
2,2,199,2010
1,2,199,2010
1,3,199,2010
1,2,199,2010
4,4,199,2010
